title,release_date,rating_count,rating_avg,movieId,movieIdx 
b'The Chase',1966-02-18,1,2.00,31602,3963
b'Interstate 60',2002-04-13,5,3.40,6902,2349
b'To Live',1994-05-26,1,2.00,31439,3960
b'A Woman Is a Woman',1961-09-06,2,3.00,31522,3961
b'Executive Decision',1996-03-15,61,3.49,494,193
b'Steamboy',2004-07-17,3,3.00,31660,3965
b'The Wedding Date',2005-02-04,3,4.67,31433,3958
b'Memories of Murder',2003-05-02,3,3.00,31364,3953
b'Shivers',1975-10-10,2,4.00,31270,3951
b'The Best Years of Our Lives',1946-12-25,1,4.00,887,300
b'The Incredible Shrinking Man',1957-02-22,1,5.00,31682,3966
b'Gainsbourg: A Heroic Life',2010-01-20,1,3.00,31900,3972
b'CJ7',2008-01-30,0,,13688,3321
b'Set It Off',1996-11-06,4,3.00,998,335
b'The Beguiled',1971-03-31,1,1.00,31906,3973
b'Constantine',2005-02-08,25,3.52,31696,3969
b'Kung Fu Hustle',2004-02-10,19,3.89,31878,3971
b'Batman',1989-06-23,4,4.25,268,97
b'Bride & Prejudice',2004-02-11,3,2.33,31694,3968
b'The Three Musketeers',1973-12-11,2,4.00,31923,3974
"b""The Man Who Wasn't There""",2001-10-26,20,3.80,4881,1848
b'Hitch',2005-02-11,24,3.46,31685,3967
b'Night Watch',2004-06-27,1,4.00,31804,3970
b'Melinda and Melinda',2004-10-29,1,3.00,32291,3984
b'A Walk in the Clouds',1995-08-11,0,,9560,2823
"b""Dante's Inferno: An Animated Epic""",2010-02-09,0,,31967,3976
b'Saboteur',1942-04-24,0,,31997,3978
b'The Cheetah Girls',2003-08-15,0,,32293,3985
b'Royal Palace',2005-11-23,0,,32390,3988
b'Hostage',2005-03-10,9,3.67,32029,3981
b'Field of Dreams',1989-04-21,67,3.72,1302,492
b'Be Cool',2005-03-04,3,2.33,32019,3980
b'A Room with a View',1985-12-13,32,3.84,1296,486
b'Ice Princess',2005-03-17,2,4.50,32289,3983
b'Robots',2005-03-10,14,3.57,32031,3982
b'The Pacifier',2005-03-04,3,3.67,32017,3979
b'Masculin F\xc3\xa9minin',1966-03-22,2,4.50,31930,3975
b'Pom Poko',1994-07-16,2,4.00,32456,3989
b'Miss Congeniality 2: Armed and Fabulous',2005-04-14,6,2.33,32296,3986
b'Sin City',2005-04-01,80,4.18,32587,3993
b'The Mirror Has Two Faces',1996-11-15,13,3.00,1353,511
b'Cast Away',2000-12-22,97,3.66,4022,1567
b'The Birds',1963-03-28,52,3.87,1333,502
b'Robin Hood: Prince of Thieves',1991-06-14,44,3.23,1027,351
b'The Man Who Would Be King',1975-12-03,15,4.00,1303,493
"b""April Fool's Day""",1986-03-27,7,3.43,1330,501
b'Snow White: The Fairest of Them All',2001-10-28,35,3.60,32593,3994
"b""Knockin' on Heaven's Door""",1997-02-20,2,4.00,32460,3990
b'The Bear',1988-10-21,8,3.75,3412,1311
b'Memories',1995-12-23,2,4.00,32554,3992
"b""The Hitchhiker's Guide to the Galaxy""",2005-04-28,34,3.47,33004,4001
"b""Ivan's Childhood""",1962-05-09,1,4.00,32892,3998
b'The Little Girl Who Lives Down the Lane',1976-12-25,2,3.50,32728,3995
b'Crash',2005-05-06,48,4.21,33166,4006
b'A Love Song for Bobby Long',2004-09-02,2,2.00,30848,3938
b'Mulan: Rise of a Warrior',2009-11-26,0,,32909,3999
b'Solomon Kane',2009-09-16,0,,32985,4000
b'All About Eve',1950-10-06,3,3.00,705,245
b'And Soon the Darkness',2010-02-25,1,1.00,33107,4002
b'Before the Fall',2004-07-04,2,3.50,33124,4003
b'A Lot Like Love',2005-04-21,2,3.50,33145,4004
b'Kingdom of Heaven',2005-05-03,11,3.36,33162,4005
b'Star Trek V: The Final Frontier',1989-06-09,25,2.84,1373,519
b'Sexmission',1984-05-13,2,4.50,32825,3996
b'The Party 2',1982-12-08,6,4.33,171,61
b'Kicking & Screaming',2005-05-13,2,3.00,33495,4013
b'The Contract',2006-04-05,29,3.34,1441,541
b'Tie Me Up! Tie Me Down!',1990-01-22,5,2.20,1190,410
b'Cinderella Man',2005-06-02,20,3.80,33660,4016
b'Cell 211',2009-11-06,0,,33273,4008
b'The Night Before the Exams',2006-02-17,0,,33365,4009
b'The Brain',1969-03-07,0,,33436,4010
b'Monster-in-Law',2005-05-13,2,2.50,33499,4014
b'Jerry Maguire',1996-12-13,106,3.80,1393,527
b'In & Out',1997-09-10,25,3.40,1614,587
b'Dr. Dolittle 2',2001-06-22,4,2.25,4368,1678
b'Madagascar',2005-05-25,29,3.52,33615,4015
b'Unleashed',2005-02-02,4,4.00,33437,4011
b'Mysterious Skin',2005-03-30,7,4.14,33171,4007
b'Innocent Voices',2005-01-28,2,3.50,33750,4023
b'Murder on the Orient Express',1974-11-22,105,3.59,4176,1614
b'The Sisterhood of the Traveling Pants',2005-06-01,4,4.00,33669,4017
b'It Takes Two',1995-11-17,0,,33689,4021
b'Pok\xc3\xa9mon Heroes',2002-07-13,0,,33875,4028
b'High Tension',2003-06-18,3,2.33,33683,4020
b'French Fried Vacation 2',1979-11-22,1,2.00,33701,4022
b'Land of the Dead',2005-06-18,5,3.60,33834,4027
b'Herbie Fully Loaded',2005-06-22,2,2.50,33830,4026
b'Lords of Dogtown',2005-06-03,1,4.00,33672,4018
b'Nobody Knows',2004-08-07,4,3.50,31437,3959
b'Three\xe2\x80\xa6 Extremes',2004-08-20,1,3.00,33896,4030
b'Batman Begins',2005-06-10,106,4.03,33794,4024
b'Mr. & Mrs. Smith',2005-06-07,50,3.40,33679,4019
b'My Summer of Love',2005-05-05,2,2.50,33817,4025
b'The Edukators',2004-10-25,4,4.50,33903,4031
b'Three Colors: White',1994-01-26,1,5.00,109,42
b'Russian Dolls',2005-06-15,1,3.00,34198,4042
"b'Germany, Year Zero'",1948-12-01,2,5.00,31973,3977
b'Herbie Rides Again',1974-02-12,9,3.67,1011,341
b'The Hawks and the Sparrows',1966-05-04,0,,33954,4032
b'Pok\xc3\xa9mon: Lucario and the Mystery of Mew',2005-07-16,0,,34067,4036
"b""You Can't Take It with You""",1938-09-01,0,,34106,4037
b'Barbie in A Mermaid Tale',2010-01-25,0,,34134,4039
b'Return to Halloweentown',2006-10-20,0,,34204,4043
"b""Halloweentown II: Kalabar's Revenge""",2001-10-12,0,,34205,4044
b'Sleepaway Camp II: Unhappy Campers',1988-10-31,0,,34311,4046
b'War of the Worlds',2005-06-28,40,3.13,34048,4034
b'Wedding Crashers',2005-07-13,42,3.76,34162,4041
b'Fantastic Four',2005-06-29,15,2.73,34150,4040
b'Steel Magnolias',1989-11-15,20,3.65,3844,1492
b'Desert Flower',2009-09-24,1,2.00,33997,4033
b'Absolute Power',1997-02-14,20,3.05,1459,544
b'Pok\xc3\xa9mon: Destiny Deoxys',2004-07-22,1,5.00,34065,4035
b'Free Willy 3: The Rescue',1997-08-08,3,2.00,1595,578
b'Bad News Bears',2005-07-22,4,2.75,34321,4048
"b""The Devil's Rejects""",2005-07-22,3,3.33,34323,4049
b'Grosse Pointe Blank',1997-04-11,64,4.05,1500,555
b'Last Days',2005-06-12,3,4.67,34326,4050
b'The Island',2005-07-21,22,3.41,34319,4047
b'Silent Running',1972-03-09,2,1.50,5410,2000
"b""My Best Friend's Wedding""",1997-06-19,52,3.42,1569,567
b'Cop Land',1997-08-15,20,3.40,1589,574
"b""It's a Wonderful Life""",1946-12-20,1,5.00,1585,572
b'The Dukes of Hazzard',2005-08-05,3,3.00,34520,4061
b'Must Love Dogs',2005-07-21,2,3.00,34336,4054
b'Sky High',2005-07-29,12,3.67,34332,4051
b'Sholay',1975-08-15,1,5.00,34435,4056
b'Nine Dead',2010-03-09,0,,34335,4053
b'The Descent: Part 2',2009-10-14,0,,34480,4059
b'Sorry if I Love You',2008-01-25,0,,34494,4060
b'Midnight Run',1988-07-20,29,4.07,3104,1200
b'Air Force One',1997-07-25,71,3.37,1608,584
b'Three Little Pigs',1933-05-27,1,2.00,34463,4058
b'Serenity',2005-09-23,40,4.00,34405,4055
b'Stealth',2005-07-27,4,2.25,34334,4052
b'Vincent',1982-10-01,2,4.50,32840,3997
"b""City Slickers II: The Legend of Curly's Gold""",1994-06-10,64,2.70,432,165
b'Broken Flowers',2005-08-05,15,3.80,34437,4057
b'Seven Years in Tibet',1997-09-12,0,,978,330
b'I Know What You Did Last Summer',1997-10-17,31,2.74,1644,599
b'The Edge',1997-09-06,11,3.73,1615,588
b'Deuce Bigalow: European Gigolo',2005-08-12,3,2.67,34530,4062
b'Halloweentown High',2004-10-08,0,,34560,4066
b'A Time to Kill',1996-07-24,60,3.62,1645,600
b'The Skeleton Key',2005-07-29,5,4.00,34532,4063
b'My Own Private Idaho',1991-02-01,12,4.08,1611,586
b'The Driver',1978-06-08,13,2.23,2153,766
b'Star Wars: Episode III - Revenge of the Sith',2005-05-17,62,3.90,33493,4012
b'The Great Raid',2005-08-12,1,4.00,34536,4065
b'Nanny McPhee and the Big Bang',2010-03-26,2,3.00,35019,4073
b'A Nightmare on Elm Street',1984-11-09,32,3.44,1347,508
b'Phantoms',1998-01-23,2,3.50,1655,602
b'The NeverEnding Story',1984-04-05,0,,34584,4068
b'If I Were You',2006-01-06,0,,34588,4069
b'Our Lips Are Sealed',2000-05-18,57,3.54,34729,4070
b'Balto III: Wings of Change',2004-04-14,0,,34942,4071
b'The Addiction',1995-01-10,0,,34996,4072
b'Le Mac',2010-02-16,0,,35025,4074
b'Cracks',2009-12-04,0,,35052,4075
b'Little Big Soldier',2010-02-14,0,,35138,4076
b'Scooby-Doo',2002-06-14,13,2.31,5419,2003
b'The Embalmer',2002-09-06,0,,35265,4077
b'Event Horizon',1997-08-15,23,3.13,1590,575
b'Me and You and Everyone We Know',2005-06-17,5,3.00,33880,4029
b'Cach\xc3\xa9',2005-10-05,7,3.57,36276,4088
b'Cado dalle nubi',2009-11-27,0,,35554,4079
b'Return to Sleepaway Camp',2008-11-04,0,,35626,4082
b'Flash Point',2007-07-26,0,,35854,4084
b'Pok\xc3\xa9mon: Jirachi - Wish Maker',2003-07-19,0,,36218,4087
b'Flipper',1996-05-17,0,,36355,4091
b'Geronimo: An American Legend',1993-12-10,1,5.00,35588,4081
b'Asterix & Obelix Take on Caesar',1999-02-03,1,2.00,36289,4089
b'Starstruck',2010-02-14,1,2.00,35558,4080
b'Deep Blue Sea',1999-07-28,36,2.64,2722,1021
b'Red Eye',2005-08-19,7,3.71,35957,4085
b'A Life Less Ordinary',1997-10-24,9,3.56,1658,603
b'The 40 Year Old Virgin',2005-08-11,51,3.88,35836,4083
b'After.Life',2009-11-07,1,3.00,36419,4094
b'Good Will Hunting',1997-12-05,158,4.28,1704,615
b'Daylight',1996-12-06,12,3.42,798,278
b'Valiant',2005-03-25,2,2.50,36397,4092
b'The Constant Gardener',2005-08-31,20,3.60,36517,4096
b'Stripes',1981-06-25,42,3.67,1663,604
b'The Brothers Grimm',2005-08-26,11,2.73,36401,4093
b'Heathers',1989-03-31,63,3.90,1285,477
b'The Cave',2005-08-26,1,3.00,36509,4095
b'Transporter 2',2005-08-03,14,3.36,36519,4097
b'The Poseidon Adventure',1972-12-13,91,3.71,551,218
b'Rebound',2005-07-01,1,2.00,34129,4038
b'Flubber',1997-11-26,16,3.00,1702,614
b'Proof',2005-09-05,6,4.17,36527,4099
b'In the Mouth of Madness',1995-02-03,10,3.10,407,153
b'The World Is Not Enough',1999-11-17,0,,36643,4104
b'A House of Your Dreams',2006-06-07,0,,36727,4107
b'Naruto Shippuden the Movie: The Will of Fire',2009-08-01,0,,36728,4108
b'True Lies',1994-07-15,0,,36955,4111
b'Life-Size',2000-03-05,0,,36968,4112
b'Father Stu',2022-04-13,2,5.00,809140,9576
b'Pet Sematary II',1992-08-28,5,2.60,2514,936
b'Cry_Wolf',2005-09-16,1,3.00,36533,4101
b'Lord of War',2005-09-16,31,3.90,36529,4100
b'The Rocky Horror Picture Show',1975-08-14,1,3.00,36685,4105
b'Everything Is Illuminated',2005-09-16,7,3.57,36535,4102
b'New Police Story',2004-09-23,1,5.00,36931,4110
b'Pok\xc3\xa9mon: Mewtwo Returns',2001-08-17,1,4.00,36897,4109
b'Just Like Heaven',2005-09-16,8,3.13,36525,4098
b'Barfly',1987-09-02,1,1.00,4082,1588
b'West Side Story',1961-12-13,158,3.54,1725,624
b'Fellini Satyricon',1969-09-18,4,3.75,4282,1650
b'Wilde',1997-09-01,1,3.00,2437,902
b'Beautiful Thing',1996-06-21,8,3.88,1046,363
b'The Sweet Hereafter',1997-09-25,23,4.22,1719,621
b'Tarzan',1999-06-18,0,,37135,4114
b'The Truman Show',1998-06-04,0,,37165,4115
b'The Firm',1993-06-30,0,,37233,4117
b'The Graduate',1967-12-21,0,,37247,4118
b'The Eighth Day',1996-05-22,1,5.00,36998,4113
b'Fort Apache',1948-06-14,1,4.00,37347,4120
b'Erin Brockovich',2000-03-17,85,3.69,3408,1309
b'Waiting...',2005-10-07,6,4.00,37384,4122
b'An Unfinished Life',2005-09-09,2,4.50,37475,4125
b'As Good as It Gets',1997-12-19,99,3.86,1784,639
b'Sleepy Hollow',1999-11-19,53,3.72,3081,1186
b'My Fake Fiance',2009-04-19,15,3.40,37269,4119
b'The Blair Witch Project',1999-07-14,86,2.87,2710,1015
b'The Cheetah Girls 2',2006-07-31,0,,37609,4127
b'22 Bullets',2010-03-23,0,,37645,4128
b'\xc3\x86on Flux',2005-11-30,13,2.77,37386,4123
b'Windtalkers',2002-06-14,7,3.00,5420,2004
b'The Killer Inside Me',2010-02-19,1,3.00,37414,4124
b'The Man',2005-09-08,2,2.50,37477,4126
b'Capote',2005-09-30,20,4.25,37741,4138
b'Creature from the Black Lagoon',1954-03-05,5,3.40,3930,1521
b'Green Street Hooligans',2005-09-09,10,3.90,37731,4134
b'The Exorcism of Emily Rose',2005-09-09,3,2.67,37720,4131
b'The Extraordinary Adventures of Ad\xc3\xa8le Blanc-Sec',2010-04-09,0,,35552,4078
b'Didier',1997-01-28,0,,37652,4129
b'The Three Brothers',1995-12-13,25,3.12,37653,4130
b'Fun Is Beautiful',1980-01-19,0,,37767,4139
b'Corpse Bride',2005-09-12,21,3.95,37729,4133
b'The Second Tragic Fantozzi',1976-04-15,1,1.00,37769,4141
b'Flightplan',2005-09-22,12,2.83,37727,4132
b'Pi',1998-07-10,3,1.00,473,182
b'Lost in Space',1998-04-03,26,2.27,1831,649
b'Borotalco',1982-01-22,0,,37768,4140
b'Oliver Twist',2005-09-23,2,2.00,37736,4136
b'The Spanish Prisoner',1997-12-03,23,4.00,1834,650
b'Fantozzi to the Rescue',1990-12-21,1,3.00,37770,4142
"b'Me, Them and Lara'",2010-01-05,0,,36298,4090
"b'Bianco, rosso e Verdone'",1981-02-20,0,,37775,4143
b'Acqua e sapone',1983-10-27,0,,37777,4144
b'The Horde',2010-02-10,0,,37905,4148
b'Voices of a Distant Star',2002-02-02,0,,37910,4149
b'MacGruber',2010-05-21,0,,37931,4150
b'Tales from Earthsea',2006-07-29,0,,37933,4151
b'Into the Blue',2005-09-30,2,3.50,37853,4146
b'Out of Sight',1998-06-26,29,3.93,1912,666
b'MirrorMask',2005-01-25,4,4.50,37857,4147
b'Traffic',2000-03-23,5,4.00,1900,665
b'Final Fantasy VII: Advent Children',2005-07-14,9,3.67,37830,4145
b'5 Centimeters per Second',2007-03-03,2,5.00,38142,4154
b'Superman',1978-12-13,9,3.56,1924,671
b'Prom Night',1980-07-18,0,,36599,4103
b'Undisputed III: Redemption',2010-05-22,0,,38234,4155
b'Il ragazzo di campagna',1984-12-20,0,,38285,4157
b'Three Men and a Leg',1997-12-27,0,,38286,4158
b'I corti',1996-01-01,0,,38288,4159
b'Eccezzziunale... veramente',1982-03-04,0,,38289,4160
b'Kiss Kiss Bang Bang',2005-09-05,29,4.10,38061,4153
b'Firefighters',1985-10-25,0,,38310,4161
b'School of Thieves',1986-09-25,0,,38313,4162
b'Zookeeper',2011-07-06,0,,38317,4163
b'The Elephant Man',1980-10-09,31,3.90,1955,684
b'The Slumber Party Massacre',1982-11-12,1,4.00,3938,1523
b'Wallace & Gromit: The Curse of the Were-Rabbit',2005-09-04,28,3.96,38038,4152
b'A Nightmare on Elm Street 4: The Dream Master',1988-08-19,4,2.25,1971,692
b'Scooby-Doo! and the Reluctant Werewolf',1988-11-13,2,3.00,37211,4116
b'Farewell My Concubine',1993-01-01,9,4.00,446,172
b'A Nightmare on Elm Street: The Dream Child',1989-08-11,5,2.80,1972,693
b'Priest',2011-05-05,0,,38321,4164
b'My Best Enemy',2006-03-10,0,,38327,4165
b'The Last Exorcism',2010-08-27,0,,38358,4166
b'Il ciclone',1996-12-20,35,2.94,38366,4167
b'Uncle Boonmee Who Can Recall His Past Lives',2010-06-25,0,,38368,4168
"b""That's Life""",1998-12-18,0,,38396,4169
"b'The Legend of Al, John and Jack'",2002-01-01,0,,38397,4170
b'Buffet Froid',1979-12-19,0,,38438,4171
b'Ondine',2009-09-14,0,,38448,4172
b'Friday the 13th Part III',1982-08-13,6,2.17,1976,696
b'Speed',1994-06-09,0,,1637,596
b'Ironclad',2011-03-03,1,5.00,38543,4177
b'Halloween 5: The Revenge of Michael Myers',1989-10-12,2,3.50,1986,700
b'Men at Work',1990-08-24,3,3.00,5438,2006
b'Horse Fever',1976-10-29,0,,38528,4173
b'The Divide',2012-01-13,31,3.03,38541,4175
b'The Disappearance of Alice Creed',2009-09-12,0,,38542,4176
b'Marmaduke',2010-06-04,0,,38579,4178
b'Little Lord Fauntleroy',1980-11-25,0,,38602,4179
b'Bad Boys for Life',2020-01-15,0,,38700,4180
b'Silver Bullet',1985-10-10,3,3.67,5433,2005
b'In Her Shoes',2005-10-07,4,3.25,38798,4181
b'Big Daddy',1999-06-25,29,3.45,2694,1005
b'Two for the Money',2005-10-07,4,3.75,38992,4188
b'Metropolis',1927-02-06,26,4.12,2010,709
b'Dragon Ball: Curse of the Blood Rubies',1986-12-20,1,3.00,39144,4192
b'Ramona and Beezus',2010-07-23,47,3.55,38843,4182
b'Land and Freedom',1995-04-07,4,3.50,38884,4183
b'Tales from the Crypt',1972-03-09,0,,38939,4185
b'Tamara Drewe',2010-07-14,0,,38961,4186
b'Dragon Ball Z: Super Android 13!',1992-07-11,0,,39104,4190
b'Dragon Ball Z: Bojack Unbound',1993-07-10,0,,39105,4191
b'My Blueberry Nights',2007-11-28,1,2.00,1989,702
b'A History of Violence',2005-09-23,20,3.85,37733,4135
b'The Squid and the Whale',2005-10-05,10,3.70,38886,4184
b'Somewhere',2010-09-03,0,,39210,4194
"b'Remember Me, My Love'",2003-02-11,1,3.00,38970,4187
b'Pok\xc3\xa9mon: Arceus and the Jewel of Life',2009-07-18,1,4.00,39057,4189
b'Tanguy',2001-11-21,5,4.20,2029,713
b'BASEketball',1998-07-28,12,3.17,2060,723
b'Paper Man',2009-06-15,3,4.33,39414,4207
b'The Proposition',2005-10-06,3,3.33,39381,4204
b'Beauty & the Briefcase',2010-07-20,0,,39285,4197
b'Casper Meets Wendy',1998-09-08,0,,39345,4200
b'Casper: A Spirited Beginning',1997-09-09,0,,39346,4201
b'Boy',2010-02-14,0,,39356,4202
"b""L'allenatore nel pallone""",1984-10-26,0,,39371,4203
b'Would I Lie to You?',1997-04-01,0,,39385,4205
b'Dreamer: Inspired By a True Story',2005-09-10,3,2.67,39307,4199
b'River of No Return',1954-04-30,4,4.25,1936,676
b'Elizabethtown',2005-10-14,3,3.00,39231,4195
b'North Country',2005-02-12,1,4.00,39234,4196
b'The Corsican File',2004-10-06,0,,39386,4206
"b'Good Night, and Good Luck.'",2005-09-16,27,4.11,39292,4198
b'Days of Glory',2006-09-27,4,2.50,2016,711
b'American Pie Presents: Band Camp',2005-10-30,5,3.80,39715,4214
b'Saw II',2005-10-28,19,3.42,39446,4212
b'Burning Bright',2010-08-17,0,,39957,4217
b'Fear Over the City',1975-04-09,0,,40180,4219
b'Jarhead',2005-11-04,13,3.77,40278,4220
b'My Bloody Valentine',1981-02-11,2,3.00,39874,4216
b'Where the Truth Lies',2005-10-07,1,3.00,39419,4208
b'Theorem',1968-09-07,1,4.00,39659,4213
b'Stay',2005-09-24,1,5.00,39427,4209
b'Manderlay',2005-05-16,2,4.00,39869,4215
b'Revolver',2005-09-11,2,4.50,40148,4218
b'The Legend of Zorro',2005-10-24,4,3.25,39435,4210
b'Ri\xc2\xa2hie Ri\xc2\xa2h',1994-12-19,20,2.25,374,140
b'The Weather Man',2005-10-20,3,3.33,39444,4211
b'The Purple Rose of Cairo',1985-03-01,21,3.71,2065,725
b'The Muppet Christmas Carol',1992-12-10,14,3.71,2083,734
"b""Dead Man's Shoes""",2004-09-29,2,5.00,40412,4223
b'Nati stanchi',2002-03-01,0,,38537,4174
b'Demons 2',1986-10-09,76,3.09,40342,4222
b'Chicken Little',2005-11-04,7,2.71,40339,4221
b'Life',1999-04-16,5,2.60,2587,973
b'The Cincinnati Kid',1965-10-15,2,3.50,886,299
b'Just Friends',2005-11-23,2,4.50,40581,4226
"b""Get Rich or Die Tryin'""",2005-11-09,1,3.00,40574,4225
b'The Rescuers Down Under',1990-11-16,12,3.58,2089,738
b'Idle Hands',1999-04-30,8,3.25,2606,979
b'The Little Mermaid',1989-11-17,78,3.82,2081,732
b'Derailed',2005-11-11,4,3.50,40614,4228
b'Syriana',2005-11-23,16,3.88,40583,4227
b'Pride & Prejudice',2005-09-16,20,3.90,40629,4229
b'Walk the Line',2005-09-13,42,4.12,40819,4236
b'C.R.A.Z.Y.',2005-05-27,1,4.00,40870,4240
b'Wolf Creek',2005-09-16,2,3.00,40723,4231
b'Twelve',2010-07-30,0,,40720,4230
b'The Man Who Copied',2003-06-13,0,,40823,4237
b'La Notte',1961-01-24,0,,41050,4242
b'Loose Cannons',2010-02-12,2,3.00,40794,4233
b'The Breakfast Club',1985-02-15,39,3.74,2108,747
b'Cujo',1983-08-10,9,2.78,2121,751
b'Zathura: A Space Adventure',2005-11-06,4,3.00,40851,4239
b'The Descent',2005-07-08,8,3.88,40732,4232
b'EverAfter',1998-07-31,29,3.86,2125,753
b'Harry Potter and the Goblet of Fire',2005-11-16,59,4.12,40815,4234
b'Rent',2005-11-17,5,3.40,40826,4238
b'Ugly Melanie',2008-11-12,2,3.00,17630,3533
b'Match Point',2005-10-26,16,3.81,41285,4248
b'The Beverly Hillbillies',1993-10-15,15,2.67,419,159
b'Tetsuo: The Iron Man',1989-07-01,1,5.00,41428,4251
b'I Am Love',2009-09-05,0,,41110,4243
b'Autumn Sonata',1978-10-08,5,4.60,2131,755
b'Heartbreaker',2010-03-17,0,,41211,4245
b'Step Up 3D',2010-08-04,0,,41233,4246
b'The Round Up',2010-03-10,113,3.19,41411,4249
b'Scream 4',2011-04-11,0,,41446,4252
b'Faster',2010-11-23,1,1.00,41283,4247
b'Sorry if I Want to Marry You',2010-02-12,1,4.00,41413,4250
b'Noel',2004-11-12,1,3.00,41171,4244
b'The Nutty Professor',1963-06-04,19,2.79,2136,757
b'Brokeback Mountain',2005-09-10,29,3.90,39183,4193
b'The Family Stone',2005-12-15,1,5.00,41573,4258
b'She Wore a Yellow Ribbon',1949-10-22,1,5.00,5440,2007
b'Paradise Now',2005-09-07,4,4.00,41527,4255
b'An American Tail',1986-11-21,26,3.46,2141,761
b'6 Souls',2010-03-27,0,,41505,4253
b'Ra.One',2011-10-24,0,,41517,4254
b'K-911',1999-12-07,1,5.00,41586,4259
"b'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe'",2005-12-07,49,3.61,41566,4256
b'Frenzy',1972-05-25,9,3.67,2178,775
b'Teenage Mutant Ninja Turtles',1990-03-30,19,3.21,3438,1325
"b""St. Elmo's Fire""",1985-06-28,18,3.22,2146,763
b'Memoirs of a Geisha',2005-12-06,12,3.42,41571,4257
b'Transamerica',2005-12-23,5,4.40,42004,4270
b'StreetDance 3D',2010-05-19,0,,41592,4260
"b""God Forgives... I Don't!""",1967-10-31,0,,41608,4261
b'Fracchia The Human Beast',1981-12-22,0,,41610,4262
b'Fantozzi Against the Wind',1980-11-13,0,,41663,4263
b'Fantozzi Retires',1988-12-22,0,,41664,4264
b'Fantozzi in Heaven',1993-12-21,0,,41665,4265
b'Fantozzi The Return',1996-12-20,0,,41668,4266
b'The Three Burials of Melquiades Estrada',2005-11-17,2,4.00,41863,4268
b'The Matador',2005-05-12,5,3.80,41716,4267
b'Addams Family Values',1993-11-19,74,3.27,410,155
b'Munich',2005-12-23,24,3.88,41997,4269
b'Rumor Has It...',2005-12-22,3,2.67,42007,4271
b'Cheaper by the Dozen 2',2005-12-21,1,3.00,42009,4272
b'Judgment Night',1993-10-15,4,3.25,479,186
b'Joyeux Noel',2005-11-09,3,4.33,40414,4224
b'The Ringer',2005-12-23,2,2.00,42013,4274
b'Them!',1954-06-16,6,3.50,2287,809
b'Casanova',2005-12-25,3,3.00,42015,4275
b'A Special Day',1977-08-11,0,,42229,4278
b'Tom and Jerry: The Fast and the Furry',2005-10-11,0,,42246,4279
b'Fun with Dick and Jane',2005-12-21,12,2.42,42011,4273
b'Natale sul Nilo',2002-12-20,0,,42432,4283
b'Keeping Mum',2005-12-02,3,3.67,42197,4277
b'Singles',1992-09-18,12,3.75,3261,1258
b'Willow',1988-05-20,42,3.33,2193,784
b'Luxo Jr.',1986-08-17,2,4.00,42191,4276
b'Torn Curtain',1966-07-15,3,3.33,2180,776
b'Hoodwinked!',2005-12-16,3,3.67,42734,4295
b'Happy Family',2010-03-26,2,2.50,42892,4298
b'Project A',1983-12-22,1,3.00,42946,4300
b'The Vikings',1958-06-11,4,3.50,42661,4287
"b'Yesterday, Today and Tomorrow'",1963-12-21,0,,42801,4297
b'District B13',2004-11-09,5,4.20,42718,4289
b'Christmas Vacation 2000',1999-12-17,1,3.00,42446,4286
b'Christmas Holidays',1983-12-22,1,1.00,42442,4285
b'Glory Road',2006-01-13,1,3.00,42730,4293
"b""Grandma's Boy""",2006-01-06,3,3.67,42725,4291
b'Underworld: Evolution',2006-01-12,16,3.38,42738,4296
b'Cube',1997-09-09,22,4.32,2232,793
b'Tristan & Isolde',2006-04-07,1,3.00,42728,4292
b'Hostel',2005-09-17,8,2.75,42723,4290
b'The Sword in the Stone',1963-12-25,26,3.65,1025,350
b'Oedipus Rex',1967-09-07,1,4.00,42691,4288
b'The Lodger: A Story of the London Fog',1927-02-14,2,3.50,2227,791
b'Cul-de-sac',1966-06-17,1,5.00,42900,4299
b'Sophie Scholl: The Final Days',2005-02-13,3,4.00,43376,4309
b'Fly Away Home',1996-09-13,14,3.57,986,334
b'Robot Chicken: Star Wars',2007-07-17,0,,42979,4303
b'Ong Bak 3',2010-05-05,0,,43209,4305
b'All That Heaven Allows',1955-12-25,0,,43316,4307
b'Vanishing on 7th Street',2010-09-11,47,3.32,43552,4312
b'Little Manhattan',2005-09-26,1,4.00,42958,4302
b'The White Sheik',1952-09-20,1,3.00,43361,4308
b'Basilicata coast to coast',2010-04-09,2,3.50,43200,4304
b'Bandidas',2006-01-18,2,3.50,43419,4311
"b""The World's Fastest Indian""",2005-10-12,8,3.88,43396,4310
b'Annapolis',2006-01-27,2,4.50,43556,4313
b'Arthur 3: The War of the Two Worlds',2010-08-22,1,3.00,42949,4301
b'7 Kilos in 7 Days',1986-12-18,2,3.50,43211,4306
b'Swept Away',1974-12-18,3,3.00,2239,794
b'The Little Devil',1988-07-01,2,4.00,43645,4319
b'London',2005-09-03,2,2.50,43908,4326
b'Merry Christmas',2001-12-21,0,,43557,4314
b'Doodlebug',1997-01-01,0,,43629,4317
b'Superman/Shazam!: The Return of Black Adam',2010-11-16,0,,43641,4318
b'The Comics',1990-10-28,0,,43646,4320
b'Nanny McPhee',2005-10-21,2,4.00,43560,4316
b'Curious George',2006-02-10,3,3.33,43869,4324
